code,name
823,"Операторы, аппаратчики и машинисты оборудования по производству резины, пластических масс, синтетических смол, синтетических каучуков и др."
8231,"Операторы, аппаратчики и машинисты оборудования по производству резины"
8232,"Операторы, аппаратчики и машинисты оборудования по производству пластических масс и синтетических смол"
8233,"Операторы и машинисты оборудования по производству синтетических каучуков, жирозаменителей и продуктов нефтехимии"
8234,"Операторы, аппаратчики и машинисты оборудования по производству полимерных строительных материалов"
8235,Аппаратчики установок по производству органического стекла
824,Операторы деревообрабатывающего оборудования
825,Операторы и машинисты печатных и переплетных машин
8251,Операторы и машинисты печатных машин
8252,Операторы и машинисты переплетных машин
8253,Операторы бумагоделательных и картоноделательных машин
826,"Операторы, аппаратчики и машинисты оборудования по производству текстиля, кожи и меха и изделий из них"
8261,"Операторы и аппаратчики оборудования по приготовлению волокна, операторы прядильных и намоточных машин"
8262,Операторы ткацких и вязальных машин
8263,"Операторы и машинисты оборудования по пошиву текстильной, меховой и кожаной одежды и вышивке"
8264,"Операторы и аппаратчики оборудования по отбеливанию, окраске и чистке текстиля"
8265,"Операторы, аппаратчики и машинисты оборудования по выделке меха и кожи"
8266,Операторы и машинисты оборудования по изготовлению обуви и другой подобной продукции
8267,Операторы и машинисты оборудования по производству валяльно-войлочной продукции
8269,"Операторы, аппаратчики и машинисты оборудования по производству текстильной, меховой и кожаной продукции, не вошедшие в другие группы"
827,"Операторы, аппаратчики и машинисты оборудования по обработке пищевых и аналогичных продуктов"
8271,"Операторы, аппаратчики и машинисты оборудования по переработке мяса, птицы и рыбы и оборудования в костеперерабатывающем и клеевом производстве"
8272,"Операторы, аппаратчики и машинисты оборудования по производству молочных продуктов и оборудования маслодельного и сыродельного производства"
8273,"Операторы мельниц по размолу зерна и специй, аппаратчики и машинисты оборудования по добыче и производству поваренной соли"
8274,"Операторы, аппаратчики и машинисты оборудования по производству изделий из дробленого зерна, хлебобулочных, макаронных, шоколадных и других кондитерских изделий"
8275,"Операторы, аппаратчики и машинисты оборудования по переработке фруктов, овощей и орехов и производству пищевых концентратов"
8276,Операторы и аппаратчики оборудования по изготовлению и рафинированию сахара
8277,"Операторы и машинисты оборудования по приготовлению и производству чая, кофе, какао и оборудования эфиро-масличного производства"
8278,"Операторы и аппаратчики по производству пива, вина и других напитков, по добыче и переработке солодкового корня"
8279,Операторы и машинисты оборудования по изготовлению табачной и ферментационной продукции
828,Слесари-сборщики
8281,Слесари механосборочных работ
8282,Сборщики электрических машин
8283,Слесари-механики и слесари-сборщики радиоэлектронной аппаратуры и приборов
8284,Сборщики изделий из пластмасс и резины
8285,Сборщики изделий из дерева и подобных материалов
8286,"Сборщики изделий из бумаги, текстиля и подобных материалов"
829,"Операторы, аппаратчики, машинисты и слесари- сборщики стационарного оборудования, не вошедшие в другие группы"
8290,"Операторы, аппаратчики, машинисты и слесари- сборщики стационарного оборудования, не вошедшие в другие группы"
83,Водители и машинисты подвижного оборудования
831,Машинисты локомотивов и рабочие родственных профессий
8311,Машинисты локомотивов
8312,"Тормозные рабочие, стрелочники и сцепщики"
832,Водители мототранспортных средств
8321,"Водители мотоциклов, мотороллеров, мопедов, аэросаней и др."
8322,Водители автомобилей
8323,Водители городского наземного электрического транспорта (трамвая и троллейбуса)
8324,Водители тяжелого грузовика и фургона
833,"Машинисты сельскохозяйственного, землеройного, подъемного и другого подвижного погрузочно- разгрузочного оборудования"
8331,"Машинисты моторизованного оборудования колхозов, совхозов, ферм и лесных хозяйств"
8332,Машинисты землеройных и подобных машин
8333,"Машинисты кранов, подъемников и другого погрузочно-разгрузочного оборудования"
8334,Машинисты автопогрузчиков
834,Члены палубной команды морских и речных судов и рабочие родственных профессий
8340,Члены палубной команды морских и речных судов и рабочие родственных профессий
9,Неквалифицированные рабочие
91,"Неквалифицированные рабочие сферы обслуживания, жилищно-коммунального хозяйства, торговли и родственных видов деятельности"
911,Уличные торговцы
9111,Уличные торговцы продовольственными товарами
9112,Уличные торговцы непродовольственными товарами
9113,"Работники, предлагающие покупателям товары или различные услуги по месту их жительства или по телефону"
912,"Чистильщики обуви и другие неквалифицированные рабочие, оказывающие различные уличные услуги"
9120,"Чистильщики обуви и другие неквалифицированные рабочие, оказывающие различные уличные услуги"
913,"Домашняя прислуга, уборщики квартир и родственные профессии"
9131,Домашняя прислуга и уборщики квартир
9132,"Горничные, кастелянши отелей и гостиниц и родственные профессии"
9133,"Прачки и гладильщицы вручную, оказывающие услуги на дому, в отелях и гостиницах, и родственные профессии"
914,"Рабочие, занятые комплексным обслуживанием и ремонтом зданий, мойщики окон, полотеры"
9141,"Рабочие, занятые комплексным обслуживанием и ремонтом зданий"
9142,Мойщики окон и полотеры
915,"Посыльные, носильщики и рабочие родственных профессий"
9151,Посыльные и носильщики багажа
9152,"Швейцары, охранники стоянок автомашин и родственные профессии"
9153,"Сборщики денег из торговых автоматов и контролеры водопроводного, газового хозяйства и энергонадзора"
916,"Уборщики лестничных площадок, мусоропроводов и дворники"
917,Приемщики заказов в организациях и предприятиях сферы обслуживания
9170,Приемщики заказов в организациях и предприятиях сферы обслуживания
92,"Неквалифицированные рабочие сельского, лесного, охотничьего хозяйств, рыбоводства и рыболовства"
921,"Неквалифицированные рабочие сельского, лесного, охотничьего хозяйств, рыбоводства и рыболовства"
9211,Неквалифицированные рабочие сельского хозяйства
9212,Неквалифицированные рабочие лесного хозяйства
9213,"Неквалифицированные рабочие рыболовства, рыбоводства и охотничьего хозяйств"
93,"Неквалифицированные рабочие, занятые в промышленности, строительстве, на транспорте, в связи, геологии и разведке недр"
931,"Неквалифицированные рабочие, занятые на горных, горно-капитальных, строительно-монтажных и ремонтно-строительных работах"
9311,"Неквалифицированные рабочие, занятые на горных и горно-капитальных работах"
9312,"Неквалифицированные рабочие, занятые на ремонтно- строительных работах"
9313,"Неквалифицированные рабочие, занятые на строительно- монтажных работах"
932,"Неквалифицированные рабочие, занятые в обрабатывающей промышленности"
9321,Неквалифицированные рабочие - сборщики
9322,"Неквалифицированные рабочие, занятые в обрабатывающей промышленности"
933,"Неквалифицированные рабочие, занятые на транспорте и связи"
9331,Водители транспортных средств с ручным и педальным управлением
9332,"Рабочие по управлению транспортными средствами на тягловой силе и другие неквалифицированные рабочие, занятые на транспорте"
9333,Грузчики
9334,"Неквалифицированные рабочие, занятые в связи"
934,"Неквалифицированные рабочие, занятые в геологии и разведке недр"
9340,"Неквалифицированные рабочие, занятые в геологии и разведке недр"
935,"Неквалифицированные рабочие, занятые в отраслях промышленности, не вошедшие в другие группы"
9350,"Неквалифицированные рабочие, занятые в отраслях промышленности, не вошедшие в другие группы"
94,"Неквалифицированные рабочие, общие для всех отраслей экономики"
941,"Неквалифицированные рабочие, общие для всех отраслей экономики"
9411,"Сторожа (вахтеры), гардеробщики, лифтеры"
9412,"Кладовщики, маркировщики, комплектовщики товаров, укладчики-упаковщики"
9413,"Грузчики, подсобные рабочие"
9414,Уборщики служебных и производственных помещений и территорий
9415,"Курьеры и другие профессии неквалифицированных рабочих, не вошедшие в другие группы"
